InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
540832,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,1,2011-01-11 14:42:00,0.0,,United Kingdom
540832,84692,BOX OF 24 COCKTAIL PARASOLS,1,2011-01-11 14:42:00,0.0,,United Kingdom
540832,20724,RED RETROSPOT CHARLOTTE BAG,1,2011-01-11 14:42:00,0.0,,United Kingdom
540832,22423,REGENCY CAKESTAND 3 TIER,1,2011-01-11 14:42:00,0.0,,United Kingdom
540978,84050,counted,-310,2011-01-12 15:04:00,0.0,,United Kingdom
540982,22323,,1,2011-01-12 15:35:00,0.0,,United Kingdom
540987,17011A,,-61,2011-01-12 16:15:00,0.0,,United Kingdom
541000,21632,,-41,2011-01-13 10:11:00,0.0,,United Kingdom
541109,22168,ORGANISER WOOD ANTIQUE WHITE ,1,2011-01-13 15:10:00,0.0,15107.0,United Kingdom
541482,22837,,-35,2011-01-18 12:32:00,0.0,,United Kingdom
541487,85118,,-35,2011-01-18 13:19:00,0.0,,United Kingdom
541519,21429,,-15,2011-01-19 09:11:00,0.0,,United Kingdom
541600,22866,,-64,2011-01-19 16:48:00,0.0,,United Kingdom
541601,22632,,-84,2011-01-19 16:48:00,0.0,,United Kingdom
541685,22351,Given away,-1400,2011-01-20 15:41:00,0.0,,United Kingdom
541687,46000S,Dotcom,-300,2011-01-20 15:42:00,0.0,,United Kingdom
541697,21632,,8,2011-01-20 18:09:00,0.0,,United Kingdom
541702,22451,,-30,2011-01-21 09:44:00,0.0,,United Kingdom
541802,20854,,-80,2011-01-21 14:45:00,0.0,,United Kingdom
541882,48185,?,-57,2011-01-24 10:54:00,0.0,,United Kingdom
541967,84823,,-3,2011-01-24 13:35:00,0.0,,United Kingdom
542156,21348,,8,2011-01-26 10:52:00,0.0,,United Kingdom
542225,85096,label mix up,-59,2011-01-26 13:10:00,0.0,,United Kingdom
542361,85161,samples/damages,-20,2011-01-27 12:47:00,0.0,,United Kingdom
542362,20699,,-16,2011-01-27 12:49:00,0.0,,United Kingdom
542363,84823,,1,2011-01-27 12:50:00,0.0,,United Kingdom
542364,21324,,5,2011-01-27 12:50:00,0.0,,United Kingdom
542365,21897,,-22,2011-01-27 12:51:00,0.0,,United Kingdom
542367,82583,,-30,2011-01-27 12:57:00,0.0,,United Kingdom
542368,85188B,,-70,2011-01-27 12:59:00,0.0,,United Kingdom
542378,84279B,,192,2011-01-27 13:56:00,0.0,,United Kingdom
542379,35922,,-30,2011-01-27 13:58:00,0.0,,United Kingdom
542380,84917,,-50,2011-01-27 13:59:00,0.0,,United Kingdom
542391,84455,,-31,2011-01-27 14:54:00,0.0,,United Kingdom
542392,84227,,-2,2011-01-27 14:56:00,0.0,,United Kingdom
542394,84452,,65,2011-01-27 15:11:00,0.0,,United Kingdom
542396,22146,,-4,2011-01-27 15:12:00,0.0,,United Kingdom
542414,84967A,,-2,2011-01-27 17:15:00,0.0,,United Kingdom
542415,84967B,,-1,2011-01-27 17:15:00,0.0,,United Kingdom
542417,84966B,,-11,2011-01-27 17:38:00,0.0,,United Kingdom
542418,84966A,,-17,2011-01-27 17:39:00,0.0,,United Kingdom
542504,37413,,5568,2011-01-28 12:03:00,0.0,,United Kingdom
542505,79063D,,2560,2011-01-28 12:04:00,0.0,,United Kingdom
542507,20798,,5,2011-01-28 12:06:00,0.0,,United Kingdom
542508,37467,,136,2011-01-28 12:06:00,0.0,,United Kingdom
542509,85049B,,3,2011-01-28 12:07:00,0.0,,United Kingdom
542510,21667,,2,2011-01-28 12:07:00,0.0,,United Kingdom
542512,22830,,2,2011-01-28 12:07:00,0.0,,United Kingdom
542513,75013B,,2,2011-01-28 12:08:00,0.0,,United Kingdom
542514,22866,,1,2011-01-28 12:08:00,0.0,,United Kingdom
542515,35607A,,1,2011-01-28 12:08:00,0.0,,United Kingdom
542516,71477,,4,2011-01-28 12:08:00,0.0,,United Kingdom
542518,22184,,-13,2011-01-28 12:17:00,0.0,,United Kingdom
542529,DCGS0055,,-1,2011-01-28 13:08:00,0.0,,United Kingdom
542531,DCGS0072,,-1,2011-01-28 13:08:00,0.0,,United Kingdom
542532,DCGS0074,,-1,2011-01-28 13:09:00,0.0,,United Kingdom
542544,17165D,,-10,2011-01-28 14:43:00,0.0,,United Kingdom
542545,17165D,,9,2011-01-28 14:44:00,0.0,,United Kingdom
542546,20734,,-1,2011-01-28 14:44:00,0.0,,United Kingdom
542547,20864,,-1,2011-01-28 14:45:00,0.0,,United Kingdom
542548,20892,,-1,2011-01-28 14:45:00,0.0,,United Kingdom
542550,20910,,-1,2011-01-28 14:45:00,0.0,,United Kingdom
542551,21282,,-1,2011-01-28 14:46:00,0.0,,United Kingdom
542552,21645,,-1,2011-01-28 14:47:00,0.0,,United Kingdom
542553,21805,,-1,2011-01-28 14:49:00,0.0,,United Kingdom
542554,21836,,-1,2011-01-28 14:49:00,0.0,,United Kingdom
542555,21841,,-1,2011-01-28 14:50:00,0.0,,United Kingdom
542556,22143,,-1,2011-01-28 14:50:00,0.0,,United Kingdom
542557,22765,,-1,2011-01-28 14:50:00,0.0,,United Kingdom
542558,35644,,-1,2011-01-28 14:51:00,0.0,,United Kingdom
542559,35991,,-1,2011-01-28 14:51:00,0.0,,United Kingdom
542560,47579,,-1,2011-01-28 14:51:00,0.0,,United Kingdom
542561,84424A,,-1,2011-01-28 14:52:00,0.0,,United Kingdom
542562,84499,,-1,2011-01-28 14:52:00,0.0,,United Kingdom
542563,84509F,,-1,2011-01-28 14:52:00,0.0,,United Kingdom
542564,84526,,-1,2011-01-28 14:52:00,0.0,,United Kingdom
542565,84664,,-1,2011-01-28 14:52:00,0.0,,United Kingdom
542566,84964B,,-1,2011-01-28 14:53:00,0.0,,United Kingdom
542567,84975,,-1,2011-01-28 14:53:00,0.0,,United Kingdom
542569,85028L,,-1,2011-01-28 14:53:00,0.0,,United Kingdom
542570,85028S,,-1,2011-01-28 14:53:00,0.0,,United Kingdom
542571,85031C,,-1,2011-01-28 14:54:00,0.0,,United Kingdom
542572,85064,,-1,2011-01-28 14:54:00,0.0,,United Kingdom
542573,85110,,-1,2011-01-28 14:55:00,0.0,,United Kingdom
542574,85119,,-1,2011-01-28 14:55:00,0.0,,United Kingdom
542575,85126,,-1,2011-01-28 14:55:00,0.0,,United Kingdom
542576,85179B,,-1,2011-01-28 14:56:00,0.0,,United Kingdom
542577,85232B,,-1,2011-01-28 14:56:00,0.0,,United Kingdom
542579,90000C,,-1,2011-01-28 14:57:00,0.0,,United Kingdom
542580,90095,,-1,2011-01-28 14:58:00,0.0,,United Kingdom
542581,90091,,-1,2011-01-28 14:58:00,0.0,,United Kingdom
542582,DCGS0057,,-6,2011-01-28 15:01:00,0.0,,United Kingdom
542783,21690,,4,2011-02-01 10:02:00,0.0,,United Kingdom
542784,84795C,,3,2011-02-01 10:04:00,0.0,,United Kingdom
542861,47591B,?,-207,2011-02-01 11:47:00,0.0,,United Kingdom
542879,22242,,-19,2011-02-01 12:52:00,0.0,,United Kingdom
542880,22242,,10,2011-02-01 12:53:00,0.0,,United Kingdom
542882,22162,,-40,2011-02-01 12:55:00,0.0,,United Kingdom
542883,21448,,-40,2011-02-01 13:07:00,0.0,,United Kingdom
542884,84748,,-52,2011-02-01 13:08:00,0.0,,United Kingdom
542885,84465,,-6,2011-02-01 13:08:00,0.0,,United Kingdom
542965,35400,,2,2011-02-02 11:22:00,0.0,,United Kingdom
543014,47591B,,1,2011-02-02 13:36:00,0.0,,United Kingdom
543034,85049F,,-130,2011-02-02 15:50:00,0.0,,United Kingdom
543035,35004C,,-206,2011-02-02 15:51:00,0.0,,United Kingdom
543049,79063C,,320,2011-02-03 10:09:00,0.0,,United Kingdom
543051,79062D,,960,2011-02-03 10:15:00,0.0,,United Kingdom
543176,22353,,60,2011-02-04 09:52:00,0.0,,United Kingdom
543194,21355,,-217,2011-02-04 12:25:00,0.0,,United Kingdom
543238,22833,,1,2011-02-04 13:42:00,0.0,,United Kingdom
543254,35645,,18,2011-02-04 15:40:00,0.0,,United Kingdom
543257,84611B,thrown away,-1430,2011-02-04 16:06:00,0.0,,United Kingdom
543258,84611B,,1287,2011-02-04 16:06:00,0.0,,United Kingdom
543259,84612B,thrown away,-162,2011-02-04 16:07:00,0.0,,United Kingdom
543260,84613A,thrown away,-230,2011-02-04 16:07:00,0.0,,United Kingdom
543261,84613C,,-173,2011-02-04 16:08:00,0.0,,United Kingdom
543262,84614A,thrown away,-390,2011-02-04 16:08:00,0.0,,United Kingdom
543265,84872A,,-4,2011-02-04 17:23:00,0.0,,United Kingdom
543266,82095,,-5,2011-02-04 17:24:00,0.0,,United Kingdom
543267,35645,,3,2011-02-04 17:24:00,0.0,,United Kingdom
543268,84306,,3,2011-02-04 17:24:00,0.0,,United Kingdom
543269,84638,,-18,2011-02-04 17:25:00,0.0,,United Kingdom
543270,84631,,-19,2011-02-04 17:25:00,0.0,,United Kingdom
543271,21087,,-6,2011-02-04 17:26:00,0.0,,United Kingdom
543308,35969,,-3,2011-02-07 12:04:00,0.0,,United Kingdom
543310,35954,,-234,2011-02-07 12:10:00,0.0,,United Kingdom
543386,16207B,,4,2011-02-08 09:22:00,0.0,,United Kingdom
543390,84880,,-5,2011-02-08 10:02:00,0.0,,United Kingdom
543453,21429,,1,2011-02-08 12:15:00,0.0,,United Kingdom
543471,85150,,118,2011-02-08 15:00:00,0.0,,United Kingdom
543472,22451,,1,2011-02-08 15:01:00,0.0,,United Kingdom
543473,21661,,1,2011-02-08 15:01:00,0.0,,United Kingdom
543521,22769,,-6,2011-02-09 11:49:00,0.0,,United Kingdom
543545,22627,,-11,2011-02-09 15:50:00,0.0,,United Kingdom
543552,22847,,-10,2011-02-10 10:05:00,0.0,,United Kingdom
543599,84535B,FAIRY CAKES NOTEBOOK A6 SIZE,16,2011-02-10 13:08:00,0.0,17560.0,United Kingdom
543654,22525,,-57,2011-02-11 10:29:00,0.0,,United Kingdom
543655,21717,,-42,2011-02-11 10:30:00,0.0,,United Kingdom
543656,84801B,,-44,2011-02-11 10:30:00,0.0,,United Kingdom
543781,21655,,19,2011-02-11 16:36:00,0.0,,United Kingdom
543782,85232B,,6,2011-02-11 16:36:00,0.0,,United Kingdom
543783,20966,,-41,2011-02-11 16:45:00,0.0,,United Kingdom
543827,84406B,incorrectly made-thrown away.,-64,2011-02-14 09:44:00,0.0,,United Kingdom
544046,21785,,-140,2011-02-15 12:34:00,0.0,,United Kingdom
544063,22837,,-9,2011-02-15 13:37:00,0.0,,United Kingdom
544072,22837,,26,2011-02-15 14:32:00,0.0,,United Kingdom
544086,21785,,-7,2011-02-15 16:49:00,0.0,,United Kingdom
544321,16033,,120,2011-02-17 15:42:00,0.0,,United Kingdom
544342,22633,,-53,2011-02-18 09:44:00,0.0,,United Kingdom
544343,22867,,-99,2011-02-18 09:45:00,0.0,,United Kingdom
544344,22865,,51,2011-02-18 09:47:00,0.0,,United Kingdom
544345,22866,,1,2011-02-18 09:49:00,0.0,,United Kingdom
544346,22114,,-21,2011-02-18 09:50:00,0.0,,United Kingdom
544347,22114,,-4,2011-02-18 09:51:00,0.0,,United Kingdom
544348,84029E,,13,2011-02-18 09:52:00,0.0,,United Kingdom
544396,62094B,,-92,2011-02-18 12:16:00,0.0,,United Kingdom
544410,84997C,?,-741,2011-02-18 13:54:00,0.0,,United Kingdom
544554,22588,,-41,2011-02-21 12:12:00,0.0,,United Kingdom
544579,21651,,-6,2011-02-21 14:05:00,0.0,,United Kingdom
544649,21621,?,-400,2011-02-22 12:37:00,0.0,,United Kingdom
544703,22202,,-114,2011-02-23 10:35:00,0.0,,United Kingdom
544832,62096A,,-88,2011-02-24 10:05:00,0.0,,United Kingdom
544834,90200C,,-33,2011-02-24 10:15:00,0.0,,United Kingdom
545127,22024,,-50,2011-02-28 12:04:00,0.0,,United Kingdom
545135,22028,,-30,2011-02-28 12:06:00,0.0,,United Kingdom
545160,22666,RECIPE BOX PANTRY YELLOW DESIGN,1,2011-02-28 13:31:00,0.0,,United Kingdom
545160,22627,MINT KITCHEN SCALES,1,2011-02-28 13:31:00,0.0,,United Kingdom
545160,22625,RED KITCHEN SCALES,1,2011-02-28 13:31:00,0.0,,United Kingdom
545160,22559,SEASIDE FLYING DISC,1,2011-02-28 13:31:00,0.0,,United Kingdom
545176,22470,HEART OF WICKER LARGE,1,2011-02-28 14:19:00,0.0,,United Kingdom
545176,22374,AIRLINE BAG VINTAGE JET SET RED,2,2011-02-28 14:19:00,0.0,,United Kingdom
545176,22371,AIRLINE BAG VINTAGE TOKYO 78,1,2011-02-28 14:19:00,0.0,,United Kingdom
545176,22365,DOORMAT RESPECTABLE HOUSE,1,2011-02-28 14:19:00,0.0,,United Kingdom
545176,22363,GLASS JAR MARMALADE ,1,2011-02-28 14:19:00,0.0,,United Kingdom
545176,22360,GLASS JAR ENGLISH CONFECTIONERY,1,2011-02-28 14:19:00,0.0,,United Kingdom
545176,22364,GLASS JAR DIGESTIVE BISCUITS,1,2011-02-28 14:19:00,0.0,,United Kingdom
545176,22359,GLASS JAR KINGS CHOICE,2,2011-02-28 14:19:00,0.0,,United Kingdom
545176,22357,KINGS CHOICE BISCUIT TIN,3,2011-02-28 14:19:00,0.0,,United Kingdom
545176,22350,ILLUSTRATED CAT BOWL ,1,2011-02-28 14:19:00,0.0,,United Kingdom
545176,22300,COFFEE MUG DOG + BALL DESIGN,1,2011-02-28 14:19:00,0.0,,United Kingdom
545176,22064,PINK DOUGHNUT TRINKET POT ,1,2011-02-28 14:19:00,0.0,,United Kingdom
545176,21888,BINGO SET,1,2011-02-28 14:19:00,0.0,,United Kingdom
545176,21116,OWL DOORSTOP,5,2011-02-28 14:19:00,0.0,,United Kingdom
545176,20724,RED RETROSPOT CHARLOTTE BAG,1,2011-02-28 14:19:00,0.0,,United Kingdom
545176,20685,DOORMAT RED RETROSPOT,1,2011-02-28 14:19:00,0.0,,United Kingdom
545176,20652,BLUE POLKADOT LUGGAGE TAG ,3,2011-02-28 14:19:00,0.0,,United Kingdom
545176,20615,BLUE POLKADOT PASSPORT COVER,3,2011-02-28 14:19:00,0.0,,United Kingdom
545176,18098C,PORCELAIN BUTTERFLY OIL BURNER,6,2011-02-28 14:19:00,0.0,,United Kingdom
545176,22383,LUNCH BAG SUKI DESIGN ,1,2011-02-28 14:19:00,0.0,,United Kingdom
545176,85099F,JUMBO BAG STRAWBERRY,1,2011-02-28 14:19:00,0.0,,United Kingdom
545176,84968E,SET OF 16 VINTAGE BLACK CUTLERY,1,2011-02-28 14:19:00,0.0,,United Kingdom
545176,84872A,TEATIME FUNKY FLOWER BACKPACK FOR 2,1,2011-02-28 14:19:00,0.0,,United Kingdom
545176,22676,FRENCH BLUE METAL DOOR SIGN 1,1,2011-02-28 14:19:00,0.0,,United Kingdom
545176,21899,"KEY FOB , GARAGE DESIGN",1,2011-02-28 14:19:00,0.0,,United Kingdom
545176,22524,CHILDRENS GARDEN GLOVES BLUE,1,2011-02-28 14:19:00,0.0,,United Kingdom
545176,84692,BOX OF 24 COCKTAIL PARASOLS,1,2011-02-28 14:19:00,0.0,,United Kingdom
545176,79321,CHILLI LIGHTS,1,2011-02-28 14:19:00,0.0,,United Kingdom
545176,37333,"RETRO ""TEA FOR ONE"" ",3,2011-02-28 14:19:00,0.0,,United Kingdom
545176,22697,GREEN REGENCY TEACUP AND SAUCER,1,2011-02-28 14:19:00,0.0,,United Kingdom
545176,22699,ROSES REGENCY TEACUP AND SAUCER ,1,2011-02-28 14:19:00,0.0,,United Kingdom
545176,22698,PINK REGENCY TEACUP AND SAUCER,1,2011-02-28 14:19:00,0.0,,United Kingdom
545176,22689,DOORMAT MERRY CHRISTMAS RED ,3,2011-02-28 14:19:00,0.0,,United Kingdom
545176,22681,FRENCH BLUE METAL DOOR SIGN 6,2,2011-02-28 14:19:00,0.0,,United Kingdom
545176,22678,FRENCH BLUE METAL DOOR SIGN 3,1,2011-02-28 14:19:00,0.0,,United Kingdom
545176,22686,FRENCH BLUE METAL DOOR SIGN No,2,2011-02-28 14:19:00,0.0,,United Kingdom
545176,22681,FRENCH BLUE METAL DOOR SIGN 6,3,2011-02-28 14:19:00,0.0,,United Kingdom
545176,22677,FRENCH BLUE METAL DOOR SIGN 2,1,2011-02-28 14:19:00,0.0,,United Kingdom
545176,22683,FRENCH BLUE METAL DOOR SIGN 8,1,2011-02-28 14:19:00,0.0,,United Kingdom
545176,22676,FRENCH BLUE METAL DOOR SIGN 1,2,2011-02-28 14:19:00,0.0,,United Kingdom
545176,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,1,2011-02-28 14:19:00,0.0,,United Kingdom
545176,22649,STRAWBERRY FAIRY CAKE TEAPOT,1,2011-02-28 14:19:00,0.0,,United Kingdom
545176,22627,MINT KITCHEN SCALES,1,2011-02-28 14:19:00,0.0,,United Kingdom
545176,22625,RED KITCHEN SCALES,4,2011-02-28 14:19:00,0.0,,United Kingdom
545176,22624,IVORY KITCHEN SCALES,8,2011-02-28 14:19:00,0.0,,United Kingdom
545176,22619,SET OF 6 SOLDIER SKITTLES,1,2011-02-28 14:19:00,0.0,,United Kingdom
545176,22550,HOLIDAY FUN LUDO,1,2011-02-28 14:19:00,0.0,,United Kingdom
545176,22473,TV DINNER TRAY VINTAGE PAISLEY,1,2011-02-28 14:19:00,0.0,,United Kingdom
545176,22475,SKULL DESIGN TV DINNER TRAY,3,2011-02-28 14:19:00,0.0,,United Kingdom
545219,20738,,-36,2011-02-28 17:04:00,0.0,,United Kingdom
545236,22797,damages,-15,2011-03-01 10:32:00,0.0,,United Kingdom
545401,21769,showroom,-5,2011-03-02 12:03:00,0.0,,United Kingdom
545402,22862,,-33,2011-03-02 12:07:00,0.0,,United Kingdom
545546,84249A,check,-150,2011-03-03 15:03:00,0.0,,United Kingdom
545547,85061W,,-391,2011-03-03 15:07:00,0.0,,United Kingdom
545548,77101A,,-87,2011-03-03 15:08:00,0.0,,United Kingdom
545549,15058B,,-61,2011-03-03 15:10:00,0.0,,United Kingdom
545551,15058A,,20,2011-03-03 15:11:00,0.0,,United Kingdom
545552,22021,,-20,2011-03-03 15:11:00,0.0,,United Kingdom
545553,84459B,,16,2011-03-03 15:12:00,0.0,,United Kingdom
545554,22988,,-70,2011-03-03 15:12:00,0.0,,United Kingdom
545560,37464,,-2,2011-03-03 16:12:00,0.0,,United Kingdom
545561,37379A,,-9,2011-03-03 16:12:00,0.0,,United Kingdom
545562,20689,,-5,2011-03-03 16:12:00,0.0,,United Kingdom
545563,20671,,-22,2011-03-03 16:13:00,0.0,,United Kingdom
545564,85092,,-9,2011-03-03 16:13:00,0.0,,United Kingdom
545565,47563B,,-10,2011-03-03 16:14:00,0.0,,United Kingdom
545566,37477D,,-9,2011-03-03 16:14:00,0.0,,United Kingdom
545567,37444B,,-3,2011-03-03 16:14:00,0.0,,United Kingdom
545598,22080,,-278,2011-03-04 11:16:00,0.0,,United Kingdom
545599,22272,,-140,2011-03-04 11:17:00,0.0,,United Kingdom
545600,85160A,,-21,2011-03-04 11:45:00,0.0,,United Kingdom
545651,21973,,140,2011-03-04 13:14:00,0.0,,United Kingdom
545666,37468,,67,2011-03-04 15:33:00,0.0,,United Kingdom
545857,20681,MIA,-154,2011-03-07 13:56:00,0.0,,United Kingdom
545875,21736,Adjustment,34,2011-03-07 15:18:00,0.0,,United Kingdom
545990,84598,check,-3000,2011-03-08 13:07:00,0.0,,United Kingdom
546010,22423,damages,-19,2011-03-08 15:55:00,0.0,,United Kingdom
546016,85172,Dotcom set,-675,2011-03-08 17:21:00,0.0,,United Kingdom
546018,85172,wrongly sold as sets,-600,2011-03-08 17:23:00,0.0,,United Kingdom
546020,85175,Amazon sold sets,-210,2011-03-08 17:27:00,0.0,,United Kingdom
546021,85175,dotcom sold sets,-345,2011-03-08 17:27:00,0.0,,United Kingdom
546023,85175,wrongly sold sets,-975,2011-03-08 17:29:00,0.0,,United Kingdom
546024,85175,? sold as sets?,-1200,2011-03-08 17:31:00,0.0,,United Kingdom
546025,85172,?sold as sets?,-600,2011-03-08 17:31:00,0.0,,United Kingdom
546026,90200C,,4,2011-03-08 17:43:00,0.0,,United Kingdom
546085,84535A,,144,2011-03-09 11:32:00,0.0,,United Kingdom
546114,84247K,,47,2011-03-09 13:47:00,0.0,,United Kingdom
546124,35610C,Thrown away.,-1121,2011-03-09 14:50:00,0.0,,United Kingdom
546126,35611B,thrown away,-27,2011-03-09 14:52:00,0.0,,United Kingdom
546129,35610B,thrown away,-541,2011-03-09 15:07:00,0.0,,United Kingdom
546130,35610A,thrown away,-1277,2011-03-09 15:08:00,0.0,,United Kingdom
546137,20893,damages/display,-197,2011-03-09 16:33:00,0.0,,United Kingdom
546138,21815,?,-300,2011-03-09 16:34:00,0.0,,United Kingdom
546139,84988,?,3000,2011-03-09 16:35:00,0.0,,United Kingdom
546140,21527,damages,-30,2011-03-09 16:35:00,0.0,,United Kingdom
546141,79302M,,73,2011-03-09 16:36:00,0.0,,United Kingdom
546142,40016,damaged stock,-1100,2011-03-09 16:37:00,0.0,,United Kingdom
546145,21537,?,-80,2011-03-09 16:39:00,0.0,,United Kingdom
546146,20752,,-40,2011-03-09 16:41:00,0.0,,United Kingdom
546147,21320,broken,-63,2011-03-09 16:42:00,0.0,,United Kingdom
546148,85049D,?,-100,2011-03-09 16:43:00,0.0,,United Kingdom
546149,20866,?,-230,2011-03-09 17:02:00,0.0,,United Kingdom
546150,21503,,-140,2011-03-09 17:03:00,0.0,,United Kingdom
546151,21504,,-80,2011-03-09 17:04:00,0.0,,United Kingdom
546152,72140F,throw away,-5368,2011-03-09 17:25:00,0.0,,United Kingdom
546240,85045,,20,2011-03-10 13:00:00,0.0,,United Kingdom
546244,21484,,219,2011-03-10 13:24:00,0.0,,United Kingdom
546245,85185B,?,-259,2011-03-10 13:26:00,0.0,,United Kingdom
546307,84029G,,280,2011-03-10 16:22:00,0.0,,United Kingdom
546308,21555,,232,2011-03-10 16:23:00,0.0,,United Kingdom
546309,85185B,,180,2011-03-10 16:24:00,0.0,,United Kingdom
546375,85096,,48,2011-03-11 12:07:00,0.0,,United Kingdom
546379,72225C,,-82,2011-03-11 12:21:00,0.0,,United Kingdom
546406,46000S,POLYESTER FILLER PAD 40x40cm,70,2011-03-11 16:21:00,0.0,,United Kingdom
546406,46000M,POLYESTER FILLER PAD 45x45cm,60,2011-03-11 16:21:00,0.0,,United Kingdom
546407,22719,wrong barcode (22467),-178,2011-03-11 16:24:00,0.0,,United Kingdom
546408,22467,wrongly sold (22719) barcode,170,2011-03-11 16:25:00,0.0,,United Kingdom
546409,21833,damages,-110,2011-03-11 16:27:00,0.0,,United Kingdom
546551,84563A,,-10,2011-03-14 17:33:00,0.0,,United Kingdom
546661,22777,,-25,2011-03-15 14:33:00,0.0,,United Kingdom
546666,79321,,72,2011-03-15 15:14:00,0.0,,United Kingdom
546672,85206A,,-77,2011-03-15 15:47:00,0.0,,United Kingdom
546673,23348,,48,2011-03-15 16:11:00,0.0,,United Kingdom
546756,79067,,-5,2011-03-16 13:31:00,0.0,,United Kingdom
546933,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-03-18 11:02:00,0.0,,United Kingdom
546933,85099B,JUMBO BAG RED RETROSPOT,2,2011-03-18 11:02:00,0.0,,United Kingdom
546933,48184,DOORMAT ENGLISH ROSE ,2,2011-03-18 11:02:00,0.0,,United Kingdom
546933,22692,DOORMAT WELCOME TO OUR HOME,1,2011-03-18 11:02:00,0.0,,United Kingdom
546933,22683,FRENCH BLUE METAL DOOR SIGN 8,2,2011-03-18 11:02:00,0.0,,United Kingdom
546933,22686,FRENCH BLUE METAL DOOR SIGN No,3,2011-03-18 11:02:00,0.0,,United Kingdom
546933,22681,FRENCH BLUE METAL DOOR SIGN 6,7,2011-03-18 11:02:00,0.0,,United Kingdom
546933,22682,FRENCH BLUE METAL DOOR SIGN 7,3,2011-03-18 11:02:00,0.0,,United Kingdom
546933,22685,FRENCH BLUE METAL DOOR SIGN 0,1,2011-03-18 11:02:00,0.0,,United Kingdom
546933,22680,FRENCH BLUE METAL DOOR SIGN 5,3,2011-03-18 11:02:00,0.0,,United Kingdom
546933,22684,FRENCH BLUE METAL DOOR SIGN 9,3,2011-03-18 11:02:00,0.0,,United Kingdom
546933,22678,FRENCH BLUE METAL DOOR SIGN 3,3,2011-03-18 11:02:00,0.0,,United Kingdom
546933,22679,FRENCH BLUE METAL DOOR SIGN 4,4,2011-03-18 11:02:00,0.0,,United Kingdom
546933,22676,FRENCH BLUE METAL DOOR SIGN 1,3,2011-03-18 11:02:00,0.0,,United Kingdom
546933,22666,RECIPE BOX PANTRY YELLOW DESIGN,9,2011-03-18 11:02:00,0.0,,United Kingdom
546933,22627,MINT KITCHEN SCALES,1,2011-03-18 11:02:00,0.0,,United Kingdom
546933,22626,BLACK KITCHEN SCALES,1,2011-03-18 11:02:00,0.0,,United Kingdom
546933,22625,RED KITCHEN SCALES,3,2011-03-18 11:02:00,0.0,,United Kingdom
546933,22623,BOX OF VINTAGE JIGSAW BLOCKS ,1,2011-03-18 11:02:00,0.0,,United Kingdom
546933,22521,CHILDS GARDEN TROWEL PINK,1,2011-03-18 11:02:00,0.0,,United Kingdom
546933,22430,ENAMEL WATERING CAN CREAM,3,2011-03-18 11:02:00,0.0,,United Kingdom
546933,22375,AIRLINE BAG VINTAGE JET SET BROWN,1,2011-03-18 11:02:00,0.0,,United Kingdom
546933,22374,AIRLINE BAG VINTAGE JET SET RED,1,2011-03-18 11:02:00,0.0,,United Kingdom
546933,22366,DOORMAT AIRMAIL ,1,2011-03-18 11:02:00,0.0,,United Kingdom
546933,22364,GLASS JAR DIGESTIVE BISCUITS,2,2011-03-18 11:02:00,0.0,,United Kingdom
546933,22631,CIRCUS PARADE LUNCH BOX ,3,2011-03-18 11:02:00,0.0,,United Kingdom
546933,21556,CERAMIC STRAWBERRY MONEY BOX,2,2011-03-18 11:02:00,0.0,,United Kingdom
546933,22666,RECIPE BOX PANTRY YELLOW DESIGN,1,2011-03-18 11:02:00,0.0,,United Kingdom
546933,22372,AIRLINE BAG VINTAGE WORLD CHAMPION ,1,2011-03-18 11:02:00,0.0,,United Kingdom
546933,20719,WOODLAND CHARLOTTE BAG,1,2011-03-18 11:02:00,0.0,,United Kingdom
547328,22272,,45,2011-03-22 11:37:00,0.0,,United Kingdom
547329,20681,,-1,2011-03-22 11:38:00,0.0,,United Kingdom
547330,21894,,-40,2011-03-22 11:40:00,0.0,,United Kingdom
547331,17013D,,-20,2011-03-22 11:41:00,0.0,,United Kingdom
547332,21613,,-47,2011-03-22 11:42:00,0.0,,United Kingdom
547333,22791,,-70,2011-03-22 11:43:00,0.0,,United Kingdom
547335,20934,,-15,2011-03-22 11:44:00,0.0,,United Kingdom
547336,21689,wrong barcode,-323,2011-03-22 11:45:00,0.0,,United Kingdom
547337,85025C,barcode problem,-230,2011-03-22 11:47:00,0.0,,United Kingdom
547338,22245,,-110,2011-03-22 11:49:00,0.0,,United Kingdom
547339,84406B,?,-450,2011-03-22 11:51:00,0.0,,United Kingdom
547341,85049D,,-20,2011-03-22 11:53:00,0.0,,United Kingdom
547343,77101A,,4,2011-03-22 11:54:00,0.0,,United Kingdom
547344,22838,,5,2011-03-22 11:55:00,0.0,,United Kingdom
547345,22838,,-10,2011-03-22 11:55:00,0.0,,United Kingdom
547346,21000,,-41,2011-03-22 11:56:00,0.0,,United Kingdom
547347,22470,,-6,2011-03-22 11:56:00,0.0,,United Kingdom
547348,85206A,,4,2011-03-22 11:57:00,0.0,,United Kingdom
547363,22459,?lost,-232,2011-03-22 12:33:00,0.0,,United Kingdom
